央视(电信),#genre#
广东经济科教,http://183.6.69.75:4001/udp/239.77.0.85:5146
广东经济科教,http://14.145.210.68:6006/udp/239.77.0.85:5146
广东经济科教,http://106.110.45.11:4001/udp/239.77.0.85:5146
广东经济科教,http://121.32.204.50:9999/udp/239.77.0.85:5146
广东影视,http://113.90.157.29:6006/udp/239.77.0.217:5146
广东影视,http://14.212.138.50:5555/udp/239.77.0.217:5146
广东影视,http://113.101.28.221:8889/udp/239.77.0.217:5146
广东影视,http://113.94.123.97:19888/udp/239.77.0.217:5146
广东影视,http://183.6.69.75:4001/udp/239.77.0.217:5146
广东影视,http://14.145.210.68:6006/udp/239.77.0.217:5146
广东影视,http://106.110.45.11:4001/udp/239.77.0.217:5146
广东影视,http://121.32.204.50:9999/udp/239.77.0.217:5146
广东少儿,http://113.90.157.29:6006/udp/239.77.0.250:5146
广东少儿,http://14.212.138.50:5555/udp/239.77.0.250:5146
广东少儿,http://113.101.28.221:8889/udp/239.77.0.250:5146
广东少儿,http://113.94.123.97:19888/udp/239.77.0.250:5146
广东少儿,http://183.6.69.75:4001/udp/239.77.0.250:5146
广东少儿,http://14.145.210.68:6006/udp/239.77.0.250:5146
广东少儿,http://106.110.45.11:4001/udp/239.77.0.250:5146
广东少儿,http://121.32.204.50:9999/udp/239.77.0.250:5146
广东嘉佳卡通,http://113.90.157.29:6006/udp/239.77.0.179:5146
广东嘉佳卡通,http://14.212.138.50:5555/udp/239.77.0.179:5146
广东嘉佳卡通,http://113.101.28.221:8889/udp/239.77.0.179:5146
广东嘉佳卡通,http://113.94.123.97:19888/udp/239.77.0.179:5146
广东嘉佳卡通,http://183.6.69.75:4001/udp/239.77.0.179:5146
广东嘉佳卡通,http://14.145.210.68:6006/udp/239.77.0.179:5146
广东嘉佳卡通,http://106.110.45.11:4001/udp/239.77.0.179:5146
广东嘉佳卡通,http://121.32.204.50:9999/udp/239.77.0.179:5146
岭南戏曲,http://113.90.157.29:6006/udp/239.77.0.122:5146
岭南戏曲,http://14.212.138.50:5555/udp/239.77.0.122:5146
岭南戏曲,http://113.101.28.221:8889/udp/239.77.0.122:5146
岭南戏曲,http://113.94.123.97:19888/udp/239.77.0.122:5146
岭南戏曲,http://183.6.69.75:4001/udp/239.77.0.122:5146
岭南戏曲,http://14.145.210.68:6006/udp/239.77.0.122:5146
岭南戏曲,http://106.110.45.11:4001/udp/239.77.0.122:5146
岭南戏曲,http://121.32.204.50:9999/udp/239.77.0.122:5146
现代教育,http://113.90.157.29:6006/udp/239.77.0.213:5146
现代教育,http://14.212.138.50:5555/udp/239.77.0.213:5146
现代教育,http://113.101.28.221:8889/udp/239.77.0.213:5146
现代教育,http://113.94.123.97:19888/udp/239.77.0.213:5146
现代教育,http://183.6.69.75:4001/udp/239.77.0.213:5146
现代教育,http://14.145.210.68:6006/udp/239.77.0.213:5146
现代教育,http://106.110.45.11:4001/udp/239.77.0.213:5146
现代教育,http://121.32.204.50:9999/udp/239.77.0.213:5146
广州综合,http://113.90.157.29:6006/udp/239.253.43.71:5146
广州综合,http://14.212.138.50:5555/udp/239.253.43.71:5146
广州综合,http://113.101.28.221:8889/udp/239.253.43.71:5146
广州综合,http://113.94.123.97:19888/udp/239.253.43.71:5146
广州综合,http://183.6.69.75:4001/udp/239.253.43.71:5146
广州综合,http://14.145.210.68:6006/udp/239.253.43.71:5146
广州综合,http://106.110.45.11:4001/udp/239.253.43.71:5146
广州综合,http://121.32.204.50:9999/udp/239.253.43.71:5146
广州新闻,http://113.90.157.29:6006/udp/239.253.43.72:5146
广州新闻,http://14.212.138.50:5555/udp/239.253.43.72:5146
广州新闻,http://113.101.28.221:8889/udp/239.253.43.72:5146
广州新闻,http://113.94.123.97:19888/udp/239.253.43.72:5146
广州新闻,http://183.6.69.75:4001/udp/239.253.43.72:5146
广州新闻,http://14.145.210.68:6006/udp/239.253.43.72:5146
广州新闻,http://106.110.45.11:4001/udp/239.253.43.72:5146
广州新闻,http://121.32.204.50:9999/udp/239.253.43.72:5146
广州影视,http://113.90.157.29:6006/udp/239.253.43.73:5146
广州影视,http://14.212.138.50:5555/udp/239.253.43.73:5146
广州影视,http://113.101.28.221:8889/udp/239.253.43.73:5146
广州影视,http://113.94.123.97:19888/udp/239.253.43.73:5146
广州影视,http://183.6.69.75:4001/udp/239.253.43.73:5146
广州影视,http://14.145.210.68:6006/udp/239.253.43.73:5146
广州影视,http://106.110.45.11:4001/udp/239.253.43.73:5146
广州影视,http://121.32.204.50:9999/udp/239.253.43.73:5146
广州法治,http://113.90.157.29:6006/udp/239.253.43.74:5146
广州法治,http://14.212.138.50:5555/udp/239.253.43.74:5146
广州法治,http://113.101.28.221:8889/udp/239.253.43.74:5146
广州法治,http://113.94.123.97:19888/udp/239.253.43.74:5146
广州法治,http://183.6.69.75:4001/udp/239.253.43.74:5146
广州法治,http://14.145.210.68:6006/udp/239.253.43.74:5146
广州法治,http://106.110.45.11:4001/udp/239.253.43.74:5146
广州法治,http://121.32.204.50:9999/udp/239.253.43.74:5146
深圳都市频道,http://113.90.157.29:6006/udp/239.77.1.176:5146
深圳都市频道,http://14.212.138.50:5555/udp/239.77.1.176:5146
深圳都市频道,http://113.101.28.221:8889/udp/239.77.1.176:5146
深圳都市频道,http://113.94.123.97:19888/udp/239.77.1.176:5146
深圳都市频道,http://183.6.69.75:4001/udp/239.77.1.176:5146
深圳都市频道,http://14.145.210.68:6006/udp/239.77.1.176:5146
深圳都市频道,http://106.110.45.11:4001/udp/239.77.1.176:5146
深圳都市频道,http://121.32.204.50:9999/udp/239.77.1.176:5146
深圳电视剧频道,http://113.90.157.29:6006/udp/239.77.1.7:5146
深圳电视剧频道,http://14.212.138.50:5555/udp/239.77.1.7:5146
深圳电视剧频道,http://113.101.28.221:8889/udp/239.77.1.7:5146
深圳电视剧频道,http://113.94.123.97:19888/udp/239.77.1.7:5146
深圳电视剧频道,http://183.6.69.75:4001/udp/239.77.1.7:5146
深圳电视剧频道,http://14.145.210.68:6006/udp/239.77.1.7:5146
深圳电视剧频道,http://106.110.45.11:4001/udp/239.77.1.7:5146
深圳电视剧频道,http://121.32.204.50:9999/udp/239.77.1.7:5146
深圳财经生活,http://113.90.157.29:6006/udp/239.77.1.22:5146
深圳财经生活,http://14.212.138.50:5555/udp/239.77.1.22:5146
深圳财经生活,http://113.101.28.221:8889/udp/239.77.1.22:5146
深圳财经生活,http://113.94.123.97:19888/udp/239.77.1.22:5146
深圳财经生活,http://183.6.69.75:4001/udp/239.77.1.22:5146
深圳财经生活,http://14.145.210.68:6006/udp/239.77.1.22:5146
深圳财经生活,http://106.110.45.11:4001/udp/239.77.1.22:5146
深圳财经生活,http://121.32.204.50:9999/udp/239.77.1.22:5146
深圳体育健康,http://113.90.157.29:6006/udp/239.77.1.8:5146
深圳体育健康,http://14.212.138.50:5555/udp/239.77.1.8:5146
深圳体育健康,http://113.101.28.221:8889/udp/239.77.1.8:5146
深圳体育健康,http://113.94.123.97:19888/udp/239.77.1.8:5146
深圳体育健康,http://183.6.69.75:4001/udp/239.77.1.8:5146
深圳体育健康,http://14.145.210.68:6006/udp/239.77.1.8:5146
深圳体育健康,http://106.110.45.11:4001/udp/239.77.1.8:5146
深圳体育健康,http://121.32.204.50:9999/udp/239.77.1.8:5146
深圳少儿频道,http://113.90.157.29:6006/udp/239.77.1.244:5146
深圳少儿频道,http://14.212.138.50:5555/udp/239.77.1.244:5146
深圳少儿频道,http://113.101.28.221:8889/udp/239.77.1.244:5146
深圳少儿频道,http://113.94.123.97:19888/udp/239.77.1.244:5146
深圳少儿频道,http://183.6.69.75:4001/udp/239.77.1.244:5146
深圳少儿频道,http://14.145.210.68:6006/udp/239.77.1.244:5146
深圳少儿频道,http://106.110.45.11:4001/udp/239.77.1.244:5146
深圳少儿频道,http://121.32.204.50:9999/udp/239.77.1.244:5146
深圳公共频道,http://113.90.157.29:6006/udp/239.77.1.9:5146
深圳公共频道,http://14.212.138.50:5555/udp/239.77.1.9:5146
深圳公共频道,http://113.101.28.221:8889/udp/239.77.1.9:5146
深圳公共频道,http://113.94.123.97:19888/udp/239.77.1.9:5146
深圳公共频道,http://183.6.69.75:4001/udp/239.77.1.9:5146
深圳公共频道,http://14.145.210.68:6006/udp/239.77.1.9:5146
深圳公共频道,http://106.110.45.11:4001/udp/239.77.1.9:5146
深圳公共频道,http://121.32.204.50:9999/udp/239.77.1.9:5146
兵器科技,http://113.90.157.29:6006/udp/239.253.43.18:5146
兵器科技,http://14.212.138.50:5555/udp/239.253.43.18:5146
兵器科技,http://113.101.28.221:8889/udp/239.253.43.18:5146
兵器科技,http://113.94.123.97:19888/udp/239.253.43.18:5146
兵器科技,http://183.6.69.75:4001/udp/239.253.43.18:5146
兵器科技,http://14.145.210.68:6006/udp/239.253.43.18:5146
兵器科技,http://106.110.45.11:4001/udp/239.253.43.18:5146
兵器科技,http://121.32.204.50:9999/udp/239.253.43.18:5146
电视指南,http://113.90.157.29:6006/udp/239.253.43.19:5146
电视指南,http://14.212.138.50:5555/udp/239.253.43.19:5146
电视指南,http://113.101.28.221:8889/udp/239.253.43.19:5146
电视指南,http://113.94.123.97:19888/udp/239.253.43.19:5146
电视指南,http://183.6.69.75:4001/udp/239.253.43.19:5146
电视指南,http://14.145.210.68:6006/udp/239.253.43.19:5146
电视指南,http://106.110.45.11:4001/udp/239.253.43.19:5146
电视指南,http://121.32.204.50:9999/udp/239.253.43.19:5146
风云足球,http://113.90.157.29:6006/udp/239.253.43.20:5146
风云足球,http://14.212.138.50:5555/udp/239.253.43.20:5146
风云足球,http://113.101.28.221:8889/udp/239.253.43.20:5146
风云足球,http://113.94.123.97:19888/udp/239.253.43.20:5146
风云足球,http://183.6.69.75:4001/udp/239.253.43.20:5146
风云足球,http://14.145.210.68:6006/udp/239.253.43.20:5146
风云足球,http://106.110.45.11:4001/udp/239.253.43.20:5146
风云足球,http://121.32.204.50:9999/udp/239.253.43.20:5146
央视台球,http://113.90.157.29:6006/udp/239.253.43.21:5146
央视台球,http://14.212.138.50:5555/udp/239.253.43.21:5146
央视台球,http://113.101.28.221:8889/udp/239.253.43.21:5146
央视台球,http://113.94.123.97:19888/udp/239.253.43.21:5146
央视台球,http://183.6.69.75:4001/udp/239.253.43.21:5146
央视台球,http://14.145.210.68:6006/udp/239.253.43.21:5146
央视台球,http://106.110.45.11:4001/udp/239.253.43.21:5146
央视台球,http://121.32.204.50:9999/udp/239.253.43.21:5146
高尔夫网球,http://113.90.157.29:6006/udp/239.253.43.22:5146
高尔夫网球,http://14.212.138.50:5555/udp/239.253.43.22:5146
高尔夫网球,http://113.101.28.221:8889/udp/239.253.43.22:5146
高尔夫网球,http://113.94.123.97:19888/udp/239.253.43.22:5146
高尔夫网球,http://183.6.69.75:4001/udp/239.253.43.22:5146
高尔夫网球,http://14.145.210.68:6006/udp/239.253.43.22:5146
高尔夫网球,http://106.110.45.11:4001/udp/239.253.43.22:5146
高尔夫网球,http://121.32.204.50:9999/udp/239.253.43.22:5146
女性时尚,http://113.90.157.29:6006/udp/239.253.43.23:5146
女性时尚,http://14.212.138.50:5555/udp/239.253.43.23:5146
女性时尚,http://113.101.28.221:8889/udp/239.253.43.23:5146
女性时尚,http://113.94.123.97:19888/udp/239.253.43.23:5146
女性时尚,http://183.6.69.75:4001/udp/239.253.43.23:5146
女性时尚,http://14.145.210.68:6006/udp/239.253.43.23:5146
女性时尚,http://106.110.45.11:4001/udp/239.253.43.23:5146
女性时尚,http://121.32.204.50:9999/udp/239.253.43.23:5146
世界地理,http://113.90.157.29:6006/udp/239.253.43.24:5146
世界地理,http://14.212.138.50:5555/udp/239.253.43.24:5146
世界地理,http://113.101.28.221:8889/udp/239.253.43.24:5146
世界地理,http://113.94.123.97:19888/udp/239.253.43.24:5146
世界地理,http://183.6.69.75:4001/udp/239.253.43.24:5146
世界地理,http://14.145.210.68:6006/udp/239.253.43.24:5146
世界地理,http://106.110.45.11:4001/udp/239.253.43.24:5146
世界地理,http://121.32.204.50:9999/udp/239.253.43.24:5146
怀旧剧场,http://113.90.157.29:6006/udp/239.253.43.25:5146
怀旧剧场,http://14.212.138.50:5555/udp/239.253.43.25:5146
怀旧剧场,http://113.101.28.221:8889/udp/239.253.43.25:5146
怀旧剧场,http://113.94.123.97:19888/udp/239.253.43.25:5146
怀旧剧场,http://183.6.69.75:4001/udp/239.253.43.25:5146
怀旧剧场,http://14.145.210.68:6006/udp/239.253.43.25:5146
怀旧剧场,http://106.110.45.11:4001/udp/239.253.43.25:5146
怀旧剧场,http://121.32.204.50:9999/udp/239.253.43.25:5146
风云剧场,http://113.90.157.29:6006/udp/239.253.43.26:5146
风云剧场,http://14.212.138.50:5555/udp/239.253.43.26:5146
风云剧场,http://113.101.28.221:8889/udp/239.253.43.26:5146
风云剧场,http://113.94.123.97:19888/udp/239.253.43.26:5146
风云剧场,http://183.6.69.75:4001/udp/239.253.43.26:5146
风云剧场,http://14.145.210.68:6006/udp/239.253.43.26:5146
风云剧场,http://106.110.45.11:4001/udp/239.253.43.26:5146
风云剧场,http://121.32.204.50:9999/udp/239.253.43.26:5146
央视文化精品,http://113.90.157.29:6006/udp/239.253.43.27:5146
央视文化精品,http://14.212.138.50:5555/udp/239.253.43.27:5146
央视文化精品,http://113.101.28.221:8889/udp/239.253.43.27:5146
央视文化精品,http://113.94.123.97:19888/udp/239.253.43.27:5146
央视文化精品,http://183.6.69.75:4001/udp/239.253.43.27:5146
央视文化精品,http://14.145.210.68:6006/udp/239.253.43.27:5146
央视文化精品,http://106.110.45.11:4001/udp/239.253.43.27:5146
央视文化精品,http://121.32.204.50:9999/udp/239.253.43.27:5146
第一剧场,http://113.90.157.29:6006/udp/239.253.43.28:5146
第一剧场,http://14.212.138.50:5555/udp/239.253.43.28:5146
第一剧场,http://113.101.28.221:8889/udp/239.253.43.28:5146
第一剧场,http://113.94.123.97:19888/udp/239.253.43.28:5146
第一剧场,http://183.6.69.75:4001/udp/239.253.43.28:5146
第一剧场,http://14.145.210.68:6006/udp/239.253.43.28:5146
第一剧场,http://106.110.45.11:4001/udp/239.253.43.28:5146
第一剧场,http://121.32.204.50:9999/udp/239.253.43.28:5146
风云音乐,http://113.90.157.29:6006/udp/239.253.43.29:5146
风云音乐,http://14.212.138.50:5555/udp/239.253.43.29:5146
风云音乐,http://113.101.28.221:8889/udp/239.253.43.29:5146
风云音乐,http://113.94.123.97:19888/udp/239.253.43.29:5146
风云音乐,http://183.6.69.75:4001/udp/239.253.43.29:5146
风云音乐,http://14.145.210.68:6006/udp/239.253.43.29:5146
风云音乐,http://106.110.45.11:4001/udp/239.253.43.29:5146
风云音乐,http://121.32.204.50:9999/udp/239.253.43.29:5146
CHC电影,http://113.90.157.29:6006/udp/239.77.0.27:5146
CHC电影,http://14.212.138.50:5555/udp/239.77.0.27:5146
CHC电影,http://113.101.28.221:8889/udp/239.77.0.27:5146
CHC电影,http://113.94.123.97:19888/udp/239.77.0.27:5146
CHC电影,http://183.6.69.75:4001/udp/239.77.0.27:5146
CHC电影,http://14.145.210.68:6006/udp/239.77.0.27:5146
CHC电影,http://106.110.45.11:4001/udp/239.77.0.27:5146
CHC电影,http://121.32.204.50:9999/udp/239.77.0.27:5146
金鹰卡通,http://113.90.157.29:6006/udp/239.77.0.164:5146
金鹰卡通,http://14.212.138.50:5555/udp/239.77.0.164:5146
金鹰卡通,http://113.101.28.221:8889/udp/239.77.0.164:5146
金鹰卡通,http://113.94.123.97:19888/udp/239.77.0.164:5146
金鹰卡通,http://183.6.69.75:4001/udp/239.77.0.164:5146
金鹰卡通,http://14.145.210.68:6006/udp/239.77.0.164:5146
金鹰卡通,http://106.110.45.11:4001/udp/239.77.0.164:5146
金鹰卡通,http://121.32.204.50:9999/udp/239.77.0.164:5146
CETV-1,http://113.90.157.29:6006/udp/239.77.1.222:5146
CETV-1,http://14.212.138.50:5555/udp/239.77.1.222:5146
CETV-1,http://113.101.28.221:8889/udp/239.77.1.222:5146
CETV-1,http://113.94.123.97:19888/udp/239.77.1.222:5146
CETV-1,http://183.6.69.75:4001/udp/239.77.1.222:5146
CETV-1,http://14.145.210.68:6006/udp/239.77.1.222:5146
CETV-1,http://106.110.45.11:4001/udp/239.77.1.222:5146
CETV-1,http://121.32.204.50:9999/udp/239.77.1.222:5146
中国教育-1,http://113.90.157.29:6006/udp/239.77.0.200:5146
中国教育-1,http://14.212.138.50:5555/udp/239.77.0.200:5146
中国教育-1,http://113.101.28.221:8889/udp/239.77.0.200:5146
中国教育-1,http://113.94.123.97:19888/udp/239.77.0.200:5146
中国教育-1,http://183.6.69.75:4001/udp/239.77.0.200:5146
中国教育-1,http://14.145.210.68:6006/udp/239.77.0.200:5146
中国教育-1,http://106.110.45.11:4001/udp/239.77.0.200:5146
中国教育-1,http://121.32.204.50:9999/udp/239.77.0.200:5146
CETV-4,http://113.90.157.29:6006/udp/239.77.1.200:5146
CETV-4,http://14.212.138.50:5555/udp/239.77.1.200:5146
CETV-4,http://113.101.28.221:8889/udp/239.77.1.200:5146
CETV-4,http://113.94.123.97:19888/udp/239.77.1.200:5146
CETV-4,http://183.6.69.75:4001/udp/239.77.1.200:5146
CETV-4,http://14.145.210.68:6006/udp/239.77.1.200:5146
CETV-4,http://106.110.45.11:4001/udp/239.77.1.200:5146
CETV-4,http://121.32.204.50:9999/udp/239.77.1.200:5146
早期教育,http://113.90.157.29:6006/udp/239.77.0.180:5146
早期教育,http://14.212.138.50:5555/udp/239.77.0.180:5146
早期教育,http://113.101.28.221:8889/udp/239.77.0.180:5146
早期教育,http://113.94.123.97:19888/udp/239.77.0.180:5146
早期教育,http://183.6.69.75:4001/udp/239.77.0.180:5146
早期教育,http://14.145.210.68:6006/udp/239.77.0.180:5146
早期教育,http://106.110.45.11:4001/udp/239.77.0.180:5146
早期教育,http://121.32.204.50:9999/udp/239.77.0.180:5146
中国交通,http://113.90.157.29:6006/udp/239.77.1.249:5146
中国交通,http://14.212.138.50:5555/udp/239.77.1.249:5146
中国交通,http://113.101.28.221:8889/udp/239.77.1.249:5146
中国交通,http://113.94.123.97:19888/udp/239.77.1.249:5146
中国交通,http://183.6.69.75:4001/udp/239.77.1.249:5146
中国交通,http://14.145.210.68:6006/udp/239.77.1.249:5146
中国交通,http://106.110.45.11:4001/udp/239.77.1.249:5146
中国交通,http://121.32.204.50:9999/udp/239.77.1.249:5146
茶,http://113.90.157.29:6006/udp/239.77.0.15:5146
茶,http://14.212.138.50:5555/udp/239.77.0.15:5146
茶,http://113.101.28.221:8889/udp/239.77.0.15:5146
茶,http://113.94.123.97:19888/udp/239.77.0.15:5146
茶,http://183.6.69.75:4001/udp/239.77.0.15:5146
茶,http://14.145.210.68:6006/udp/239.77.0.15:5146
茶,http://106.110.45.11:4001/udp/239.77.0.15:5146
茶,http://121.32.204.50:9999/udp/239.77.0.15:5146
快乐垂钓,http://113.90.157.29:6006/udp/239.77.0.145:5146
快乐垂钓,http://14.212.138.50:5555/udp/239.77.0.145:5146
快乐垂钓,http://113.101.28.221:8889/udp/239.77.0.145:5146
快乐垂钓,http://113.94.123.97:19888/udp/239.77.0.145:5146
快乐垂钓,http://183.6.69.75:4001/udp/239.77.0.145:5146
快乐垂钓,http://14.145.210.68:6006/udp/239.77.0.145:5146
快乐垂钓,http://106.110.45.11:4001/udp/239.77.0.145:5146
快乐垂钓,http://121.32.204.50:9999/udp/239.77.0.145:5146
金鹰纪实,http://113.90.157.29:6006/udp/239.77.1.217:5146
金鹰纪实,http://14.212.138.50:5555/udp/239.77.1.217:5146
金鹰纪实,http://113.101.28.221:8889/udp/239.77.1.217:5146
金鹰纪实,http://113.94.123.97:19888/udp/239.77.1.217:5146
金鹰纪实,http://183.6.69.75:4001/udp/239.77.1.217:5146
金鹰纪实,http://14.145.210.68:6006/udp/239.77.1.217:5146
金鹰纪实,http://106.110.45.11:4001/udp/239.77.1.217:5146
金鹰纪实,http://121.32.204.50:9999/udp/239.77.1.217:5146
上海纪实,http://113.90.157.29:6006/udp/239.77.1.216:5146
上海纪实,http://14.212.138.50:5555/udp/239.77.1.216:5146
上海纪实,http://113.101.28.221:8889/udp/239.77.1.216:5146
上海纪实,http://113.94.123.97:19888/udp/239.77.1.216:5146
上海纪实,http://183.6.69.75:4001/udp/239.77.1.216:5146
上海纪实,http://14.145.210.68:6006/udp/239.77.1.216:5146
上海纪实,http://106.110.45.11:4001/udp/239.77.1.216:5146
上海纪实,http://121.32.204.50:9999/udp/239.77.1.216:5146
生态环境,http://113.90.157.29:6006/udp/239.77.1.201:5146
生态环境,http://14.212.138.50:5555/udp/239.77.1.201:5146
生态环境,http://113.101.28.221:8889/udp/239.77.1.201:5146
生态环境,http://113.94.123.97:19888/udp/239.77.1.201:5146
生态环境,http://183.6.69.75:4001/udp/239.77.1.201:5146
生态环境,http://14.145.210.68:6006/udp/239.77.1.201:5146
生态环境,http://106.110.45.11:4001/udp/239.77.1.201:5146
生态环境,http://121.32.204.50:9999/udp/239.77.1.201:5146
车迷频道,http://113.90.157.29:6006/udp/239.77.1.203:5146
车迷频道,http://14.212.138.50:5555/udp/239.77.1.203:5146
车迷频道,http://113.101.28.221:8889/udp/239.77.1.203:5146
车迷频道,http://113.94.123.97:19888/udp/239.77.1.203:5146
车迷频道,http://183.6.69.75:4001/udp/239.77.1.203:5146
车迷频道,http://14.145.210.68:6006/udp/239.77.1.203:5146
车迷频道,http://106.110.45.11:4001/udp/239.77.1.203:5146
车迷频道,http://121.32.204.50:9999/udp/239.77.1.203:5146
求索纪录,http://113.90.157.29:6006/udp/239.77.0.21:5146
求索纪录,http://14.212.138.50:5555/udp/239.77.0.21:5146
求索纪录,http://113.101.28.221:8889/udp/239.77.0.21:5146
求索纪录,http://113.94.123.97:19888/udp/239.77.0.21:5146
求索纪录,http://183.6.69.75:4001/udp/239.77.0.21:5146
求索纪录,http://14.145.210.68:6006/udp/239.77.0.21:5146
求索纪录,http://106.110.45.11:4001/udp/239.77.0.21:5146
求索纪录,http://121.32.204.50:9999/udp/239.77.0.21:5146
求索生活,http://113.90.157.29:6006/udp/239.77.0.153:5146
求索生活,http://14.212.138.50:5555/udp/239.77.0.153:5146
求索生活,http://113.101.28.221:8889/udp/239.77.0.153:5146
求索生活,http://113.94.123.97:19888/udp/239.77.0.153:5146
求索生活,http://183.6.69.75:4001/udp/239.77.0.153:5146
求索生活,http://14.145.210.68:6006/udp/239.77.0.153:5146
求索生活,http://106.110.45.11:4001/udp/239.77.0.153:5146
求索生活,http://121.32.204.50:9999/udp/239.77.0.153:5146
武术世界,http://113.90.157.29:6006/udp/239.77.1.108:5146
武术世界,http://14.212.138.50:5555/udp/239.77.1.108:5146
武术世界,http://113.101.28.221:8889/udp/239.77.1.108:5146
武术世界,http://113.94.123.97:19888/udp/239.77.1.108:5146
武术世界,http://183.6.69.75:4001/udp/239.77.1.108:5146
武术世界,http://14.145.210.68:6006/udp/239.77.1.108:5146
武术世界,http://106.110.45.11:4001/udp/239.77.1.108:5146
武术世界,http://121.32.204.50:9999/udp/239.77.1.108:5146
文物宝库,http://113.90.157.29:6006/udp/239.77.1.120:5146
文物宝库,http://14.212.138.50:5555/udp/239.77.1.120:5146
文物宝库,http://113.101.28.221:8889/udp/239.77.1.120:5146
文物宝库,http://113.94.123.97:19888/udp/239.77.1.120:5146
文物宝库,http://183.6.69.75:4001/udp/239.77.1.120:5146
文物宝库,http://14.145.210.68:6006/udp/239.77.1.120:5146
文物宝库,http://106.110.45.11:4001/udp/239.77.1.120:5146
文物宝库,http://121.32.204.50:9999/udp/239.77.1.120:5146
天元围棋,http://113.90.157.29:6006/udp/239.253.43.98:5146
天元围棋,http://14.212.138.50:5555/udp/239.253.43.98:5146
天元围棋,http://113.101.28.221:8889/udp/239.253.43.98:5146
天元围棋,http://113.94.123.97:19888/udp/239.253.43.98:5146
天元围棋,http://183.6.69.75:4001/udp/239.253.43.98:5146
天元围棋,http://14.145.210.68:6006/udp/239.253.43.98:5146
天元围棋,http://106.110.45.11:4001/udp/239.253.43.98:5146
天元围棋,http://121.32.204.50:9999/udp/239.253.43.98:5146
爱体育,http://113.90.157.29:6006/udp/239.77.0.176:5146
爱体育,http://14.212.138.50:5555/udp/239.77.0.176:5146
爱体育,http://113.101.28.221:8889/udp/239.77.0.176:5146
爱体育,http://113.94.123.97:19888/udp/239.77.0.176:5146
爱体育,http://183.6.69.75:4001/udp/239.77.0.176:5146
爱体育,http://14.145.210.68:6006/udp/239.77.0.176:5146
爱体育,http://106.110.45.11:4001/udp/239.77.0.176:5146
爱体育,http://121.32.204.50:9999/udp/239.77.0.176:5146
